Gender,Age,City,Profession,Sleep Duration,Dietary Habits,Degree
Female,29,Chennai,Student,'7-8 hours',Unhealthy,BHM
Male,31,Delhi,Student,'More than 8 hours',Healthy,B.Com
Male,24,Bhopal,Student,'7-8 hours',Moderate,MA
Female,19,Varanasi,Student,'5-6 hours',Healthy,'Class 12'
Male,25,Patna,Student,'More than 8 hours',Unhealthy,BBA
Male,27,Meerut,Student,'7-8 hours',Unhealthy,MSc
Female,31,Srinagar,Student,'7-8 hours',Healthy,B.Ed
Female,28,Visakhapatnam,Student,'7-8 hours',Healthy,BE
Male,34,Vasai-Virar,Student,'5-6 hours',Healthy,MD
Female,31,Vadodara,Architect,'Less than 5 hours',Moderate,BSc
Male,20,Indore,Student,'7-8 hours',Healthy,'Class 12'
Female,18,Mumbai,Student,'Less than 5 hours',Moderate,'Class 12'
Female,20,Lucknow,Student,'7-8 hours',Moderate,'Class 12'
Male,24,Ahmedabad,Student,'Less than 5 hours',Healthy,B.Ed
Female,28,Lucknow,Student,'Less than 5 hours',Healthy,MBA
Female,19,Delhi,Student,'Less than 5 hours',Healthy,'Class 12'
Male,28,Nagpur,Student,'5-6 hours',Moderate,B.Tech
Male,28,Kalyan,Student,'7-8 hours',Unhealthy,MBA
Female,28,Srinagar,Student,'Less than 5 hours',Healthy,B.Arch
Female,19,Chennai,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,28,Srinagar,Student,'Less than 5 hours',Unhealthy,MBBS
Female,21,Varanasi,Student,'Less than 5 hours',Unhealthy,M.Com
Female,19,Srinagar,Student,'5-6 hours',Healthy,'Class 12'
Male,29,Kolkata,Student,'Less than 5 hours',Unhealthy,BCA
Male,32,Kanpur,Student,'7-8 hours',Healthy,M.Tech
Male,26,Kanpur,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,22,Srinagar,Student,'More than 8 hours',Moderate,BHM
Female,24,Chennai,Student,'5-6 hours',Moderate,M.Tech
Male,28,Srinagar,Student,'7-8 hours',Healthy,M.Tech
Male,34,Hyderabad,Student,'More than 8 hours',Healthy,M.Ed
Male,20,Srinagar,Student,'7-8 hours',Unhealthy,'Class 12'
Female,32,Lucknow,Student,'7-8 hours',Moderate,LLB
Female,20,Srinagar,Student,'7-8 hours',Moderate,'Class 12'
Male,18,Jaipur,Student,'5-6 hours',Moderate,'Class 12'
Female,25,Ghaziabad,Student,'More than 8 hours',Unhealthy,MSc
Male,29,Visakhapatnam,Student,'Less than 5 hours',Moderate,MSc
Male,27,Nagpur,Student,'Less than 5 hours',Healthy,BBA
Female,34,Kalyan,Student,'7-8 hours',Healthy,M.Com
Male,32,Rajkot,Student,'Less than 5 hours',Healthy,B.Arch
Male,29,Faridabad,Student,'5-6 hours',Unhealthy,MSc
Female,23,Lucknow,Student,'5-6 hours',Healthy,B.Com
Female,27,Kolkata,Student,'7-8 hours',Unhealthy,B.Com
Female,29,Pune,Student,'More than 8 hours',Unhealthy,BCA
Female,30,Mumbai,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,21,Nagpur,Student,'More than 8 hours',Unhealthy,M.Ed
Female,32,Faridabad,Student,'5-6 hours',Unhealthy,M.Ed
Male,20,Bangalore,Student,'Less than 5 hours',Moderate,'Class 12'
Female,25,Ghaziabad,Student,'Less than 5 hours',Moderate,PhD
Male,31,Kalyan,Student,'More than 8 hours',Healthy,BA
Male,20,Bhopal,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,23,Delhi,Student,'7-8 hours',Unhealthy,B.Tech
Male,31,Ghaziabad,Student,'More than 8 hours',Moderate,M.Pharm
Female,34,Surat,Student,'7-8 hours',Moderate,B.Ed
Male,24,Faridabad,Student,'7-8 hours',Unhealthy,'Class 12'
Male,32,Thane,Student,'7-8 hours',Moderate,LLM
Male,30,Mumbai,Student,'More than 8 hours',Healthy,M.Com
Female,18,Thane,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,33,Meerut,Student,'7-8 hours',Healthy,M.Tech
Male,34,Kolkata,Student,'7-8 hours',Unhealthy,MSc
Female,20,Hyderabad,Student,'5-6 hours',Healthy,'Class 12'
Female,22,Bangalore,Student,'5-6 hours',Moderate,BE
Male,34,Surat,Student,'7-8 hours',Moderate,MSc
Female,30,Chennai,Student,'5-6 hours',Unhealthy,B.Com
Male,19,Vadodara,Student,'More than 8 hours',Moderate,'Class 12'
Female,19,Ludhiana,Student,'More than 8 hours',Healthy,'Class 12'
Male,20,Mumbai,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,25,Hyderabad,Student,'Less than 5 hours',Healthy,MD
Female,30,Agra,Student,'Less than 5 hours',Moderate,PhD
Male,26,Jaipur,Student,'Less than 5 hours',Moderate,B.Com
Female,21,Vadodara,Student,'More than 8 hours',Unhealthy,B.Arch
Female,28,Srinagar,Student,'Less than 5 hours',Unhealthy,B.Tech
Male,18,Ludhiana,Student,'7-8 hours',Unhealthy,'Class 12'
Male,24,Ghaziabad,Student,'Less than 5 hours',Unhealthy,B.Com
Male,29,Surat,Student,'More than 8 hours',Unhealthy,ME
Male,28,Bhopal,Student,'7-8 hours',Unhealthy,MBBS
Male,31,Varanasi,Student,'Less than 5 hours',Moderate,M.Ed
Male,25,Kalyan,Student,'Less than 5 hours',Unhealthy,B.Ed
Male,28,Visakhapatnam,Student,'7-8 hours',Moderate,MD
Male,33,Meerut,Student,'5-6 hours',Moderate,M.Tech
Male,30,Bangalore,Student,'More than 8 hours',Moderate,BBA
Female,28,Vasai-Virar,Student,'More than 8 hours',Unhealthy,M.Ed
Male,20,Ahmedabad,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,18,Kanpur,Student,'7-8 hours',Healthy,'Class 12'
Female,29,Kolkata,Student,'7-8 hours',Moderate,BCA
Male,28,Hyderabad,Student,'Less than 5 hours',Moderate,MBBS
Female,24,Surat,Student,'7-8 hours',Moderate,B.Arch
Male,25,Mumbai,Student,'Less than 5 hours',Unhealthy,MSc
Male,21,Mumbai,Student,'More than 8 hours',Healthy,MCA
Male,21,Visakhapatnam,Student,'5-6 hours',Moderate,BCA
Female,28,Lucknow,Student,'5-6 hours',Unhealthy,BE
Female,34,Lucknow,Student,'Less than 5 hours',Unhealthy,BHM
Female,29,Kalyan,Student,'Less than 5 hours',Unhealthy,B.Ed
Female,19,Bangalore,Student,'5-6 hours',Healthy,'Class 12'
Female,19,Thane,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,21,Indore,Student,'7-8 hours',Unhealthy,BA
Male,23,Kalyan,Student,'Less than 5 hours',Moderate,MSc
Female,25,Thane,Student,'5-6 hours',Moderate,PhD
Female,29,Visakhapatnam,Student,'5-6 hours',Unhealthy,BCA
Male,27,Patna,Student,'More than 8 hours',Moderate,B.Com
Female,19,Chennai,Student,'Less than 5 hours',Moderate,'Class 12'
Male,26,Rajkot,Student,'Less than 5 hours',Moderate,BBA
Female,19,Vasai-Virar,Student,'More than 8 hours',Healthy,'Class 12'
Female,22,Ghaziabad,Student,'Less than 5 hours',Moderate,B.Tech
Female,23,Jaipur,Student,'More than 8 hours',Unhealthy,B.Com
Male,29,Jaipur,Student,'Less than 5 hours',Unhealthy,B.Tech
Male,21,Thane,Student,'5-6 hours',Healthy,B.Com
Male,24,Agra,Student,'5-6 hours',Moderate,BSc
Male,24,Lucknow,Student,'5-6 hours',Healthy,M.Tech
Male,32,Jaipur,Student,'More than 8 hours',Moderate,M.Tech
Female,22,Vasai-Virar,Student,'Less than 5 hours',Unhealthy,BA
Male,23,Vasai-Virar,Student,'7-8 hours',Unhealthy,M.Tech
Female,33,Kanpur,Student,'Less than 5 hours',Moderate,BHM
Female,27,Ghaziabad,Student,'5-6 hours',Healthy,LLB
Female,26,Ludhiana,Student,'7-8 hours',Moderate,MA
Male,24,Hyderabad,Student,'Less than 5 hours',Unhealthy,B.Ed
Male,33,Kolkata,Student,'7-8 hours',Moderate,BBA
Male,33,Visakhapatnam,Student,'Less than 5 hours',Moderate,BA
Female,25,Faridabad,Student,'7-8 hours',Unhealthy,B.Ed
Female,27,Hyderabad,Student,'More than 8 hours',Unhealthy,B.Pharm
Female,25,Chennai,Student,'7-8 hours',Unhealthy,BHM
Male,28,Jaipur,Student,'7-8 hours',Moderate,B.Com
Female,21,Vasai-Virar,Student,'5-6 hours',Moderate,M.Tech
Male,29,Ghaziabad,Student,'5-6 hours',Unhealthy,B.Com
Female,32,Nashik,Student,'5-6 hours',Moderate,MBBS
Male,34,Varanasi,Student,'More than 8 hours',Moderate,M.Ed
Male,25,Mumbai,Student,'7-8 hours',Healthy,B.Com
Female,21,Bhopal,Student,'More than 8 hours',Moderate,B.Com
Male,19,Rajkot,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,22,Ahmedabad,Student,'5-6 hours',Moderate,BBA
Male,33,Ludhiana,Student,'7-8 hours',Moderate,B.Ed
Female,19,Ghaziabad,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,21,Vasai-Virar,Student,'Less than 5 hours',Healthy,B.Arch
Male,20,Indore,Student,'Less than 5 hours',Healthy,'Class 12'
Female,20,Visakhapatnam,Student,'7-8 hours',Healthy,'Class 12'
Male,18,Surat,Student,'7-8 hours',Moderate,'Class 12'
Female,21,Thane,Student,'5-6 hours',Moderate,BCA
Male,21,Chennai,Student,'Less than 5 hours',Healthy,MSc
Female,21,Hyderabad,Student,'More than 8 hours',Unhealthy,MCA
Male,29,Ghaziabad,Student,'7-8 hours',Moderate,BCA
Female,28,Ghaziabad,Student,'5-6 hours',Unhealthy,B.Arch
Male,33,Kanpur,Student,'More than 8 hours',Moderate,MBBS
Male,24,Vasai-Virar,Student,'5-6 hours',Unhealthy,B.Pharm
Male,29,Bangalore,Student,'Less than 5 hours',Moderate,M.Ed
Male,32,Bhopal,Student,'More than 8 hours',Moderate,ME
Male,32,Mumbai,Student,'7-8 hours',Moderate,B.Pharm
Male,26,Kalyan,Student,'5-6 hours',Unhealthy,BA
Female,23,Ludhiana,Student,'7-8 hours',Healthy,B.Tech
Female,29,Delhi,Student,'More than 8 hours',Moderate,LLM
Male,27,Nashik,Student,'5-6 hours',Unhealthy,PhD
Male,31,Rajkot,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,32,Meerut,Student,'More than 8 hours',Unhealthy,B.Tech
Female,31,Kalyan,Student,'7-8 hours',Healthy,LLM
Male,27,Faridabad,Student,'More than 8 hours',Moderate,B.Arch
Female,21,Agra,Student,'Less than 5 hours',Unhealthy,BCA
Female,20,Kalyan,Student,'7-8 hours',Healthy,'Class 12'
Female,25,Kalyan,Student,'Less than 5 hours',Unhealthy,BCA
Female,31,Delhi,Student,'5-6 hours',Moderate,LLB
Female,24,Vadodara,Student,'Less than 5 hours',Moderate,MBBS
Female,18,Kalyan,Student,'More than 8 hours',Moderate,'Class 12'
Male,33,Agra,Student,'7-8 hours',Unhealthy,MSc
Male,25,Ludhiana,Student,'More than 8 hours',Healthy,B.Com
Male,26,Kalyan,Student,'Less than 5 hours',Unhealthy,BBA
Female,29,Bhopal,Student,'Less than 5 hours',Unhealthy,M.Ed
Female,21,Thane,Student,'Less than 5 hours',Moderate,BA
Female,18,Lucknow,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,18,Ludhiana,Student,'5-6 hours',Moderate,'Class 12'
Male,18,Meerut,Student,'5-6 hours',Healthy,'Class 12'
Male,31,Visakhapatnam,Student,'7-8 hours',Unhealthy,M.Tech
Male,31,Vasai-Virar,Student,'More than 8 hours',Moderate,LLB
Female,21,Srinagar,Student,'Less than 5 hours',Unhealthy,BA
Male,24,Lucknow,Student,'Less than 5 hours',Healthy,MCA
Male,31,Bhopal,Student,'Less than 5 hours',Healthy,'Class 12'
Male,24,Kanpur,Student,'Less than 5 hours',Unhealthy,BA
Male,18,Kalyan,Student,'Less than 5 hours',Moderate,'Class 12'
Male,20,Kolkata,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,30,Lucknow,Student,'5-6 hours',Moderate,PhD
Female,20,Hyderabad,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,20,Nagpur,Student,'5-6 hours',Unhealthy,'Class 12'
Male,19,Pune,Student,'Less than 5 hours',Moderate,'Class 12'
Male,23,Jaipur,Student,'More than 8 hours',Moderate,B.Com
Male,29,Ghaziabad,Student,'7-8 hours',Moderate,MSc
Female,19,Kalyan,Student,'More than 8 hours',Healthy,'Class 12'
Male,28,Kanpur,Student,'Less than 5 hours',Moderate,MBA
Female,32,Bangalore,Student,'Less than 5 hours',Unhealthy,BA
Female,25,Lucknow,Student,'More than 8 hours',Moderate,B.Ed
Female,29,Srinagar,Student,'Less than 5 hours',Healthy,M.Com
Female,23,Pune,Student,'Less than 5 hours',Unhealthy,MD
Female,24,Jaipur,Student,'7-8 hours',Healthy,B.Ed
Female,18,Thane,Student,'7-8 hours',Healthy,'Class 12'
Male,31,Lucknow,Student,'5-6 hours',Unhealthy,B.Pharm
Female,26,Hyderabad,Student,'5-6 hours',Moderate,BCA
Male,32,Nashik,Student,'Less than 5 hours',Moderate,LLB
Female,20,Thane,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,31,Bhopal,Student,'More than 8 hours',Unhealthy,B.Ed
Female,30,Vasai-Virar,Student,'Less than 5 hours',Moderate,'Class 12'
Female,20,Thane,Student,'Less than 5 hours',Moderate,'Class 12'
Male,33,Varanasi,Student,'Less than 5 hours',Unhealthy,M.Tech
Male,26,Visakhapatnam,Student,'7-8 hours',Unhealthy,B.Ed
Male,33,Kalyan,Student,'7-8 hours',Unhealthy,MSc
Male,27,Lucknow,Student,'Less than 5 hours',Healthy,BSc
Female,24,Chennai,Student,'5-6 hours',Healthy,BE
Female,20,Ahmedabad,Student,'Less than 5 hours',Healthy,'Class 12'
Female,31,Nashik,Student,'7-8 hours',Unhealthy,'Class 12'
Male,22,Surat,Student,'Less than 5 hours',Moderate,MSc
Male,29,Vasai-Virar,Student,'More than 8 hours',Moderate,M.Ed
Female,32,Vasai-Virar,Student,'More than 8 hours',Moderate,BCA
Female,28,Thane,Student,'More than 8 hours',Healthy,MSc
Male,32,Surat,Student,'Less than 5 hours',Healthy,LLB
Female,34,Jaipur,Student,'More than 8 hours',Moderate,MCA
Male,32,Delhi,Student,'More than 8 hours',Moderate,BA
Male,23,Pune,Student,'5-6 hours',Moderate,BSc
Male,28,Varanasi,Student,'More than 8 hours',Unhealthy,Others
Female,33,Delhi,Student,'7-8 hours',Healthy,PhD
Male,27,Bhopal,Student,'5-6 hours',Healthy,B.Com
Female,25,Visakhapatnam,Student,'More than 8 hours',Unhealthy,BSc
Female,28,Surat,Student,'More than 8 hours',Healthy,LLB
Male,21,Meerut,Student,'Less than 5 hours',Moderate,MA
Male,23,Mumbai,Student,'More than 8 hours',Unhealthy,B.Tech
Male,25,Ludhiana,Student,'Less than 5 hours',Unhealthy,MHM
Male,29,Surat,Student,'7-8 hours',Unhealthy,B.Tech
Female,33,Lucknow,Student,'7-8 hours',Moderate,B.Ed
Female,30,Kolkata,Student,'5-6 hours',Moderate,MBBS
Male,24,Kalyan,Student,'More than 8 hours',Moderate,'Class 12'
Male,19,Vadodara,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,20,Bangalore,Student,'5-6 hours',Moderate,'Class 12'
Female,19,Vadodara,Student,'7-8 hours',Unhealthy,'Class 12'
Male,24,Nashik,Student,'Less than 5 hours',Healthy,B.Arch
Female,31,Lucknow,Student,'7-8 hours',Moderate,B.Ed
Female,24,Agra,Student,'5-6 hours',Unhealthy,B.Com
Female,29,Kanpur,Student,'Less than 5 hours',Moderate,LLB
Male,33,Delhi,Student,'Less than 5 hours',Unhealthy,MCA
Female,33,Delhi,Student,'7-8 hours',Healthy,M.Tech
Female,23,Srinagar,Student,'More than 8 hours',Moderate,MCA
Male,32,Hyderabad,Student,'7-8 hours',Unhealthy,M.Tech
Female,23,Agra,Student,'7-8 hours',Moderate,MA
Male,25,Lucknow,Student,'7-8 hours',Healthy,B.Ed
Female,31,Thane,Student,'7-8 hours',Unhealthy,M.Tech
Male,28,Vasai-Virar,Student,'7-8 hours',Moderate,MCA
Female,21,Visakhapatnam,Student,'Less than 5 hours',Healthy,MBBS
Female,28,Thane,Student,'More than 8 hours',Unhealthy,B.Tech
Male,23,Hyderabad,Student,'7-8 hours',Moderate,B.Arch
Male,23,Hyderabad,Student,'5-6 hours',Moderate,B.Com
Male,21,Hyderabad,Student,'5-6 hours',Unhealthy,B.Ed
Male,28,Kalyan,Student,'Less than 5 hours',Healthy,BCA
Female,25,Surat,Student,'7-8 hours',Unhealthy,B.Arch
Female,29,Ahmedabad,Student,'5-6 hours',Moderate,LLM
Male,30,Meerut,Student,'7-8 hours',Healthy,B.Tech
Female,28,Lucknow,Student,'Less than 5 hours',Unhealthy,MBBS
Male,19,Kolkata,Student,'5-6 hours',Healthy,'Class 12'
Female,24,Nashik,Student,'More than 8 hours',Moderate,MSc
Male,20,Hyderabad,Student,'7-8 hours',Moderate,'Class 12'
Male,34,Ahmedabad,Student,'7-8 hours',Unhealthy,MSc
Female,25,Kolkata,Student,'Less than 5 hours',Moderate,ME
Male,24,Nashik,Student,'7-8 hours',Unhealthy,MCA
Male,23,Mumbai,Student,'5-6 hours',Unhealthy,MCA
Female,32,Kolkata,Student,'Less than 5 hours',Healthy,BE
Male,18,Nashik,Student,'More than 8 hours',Healthy,'Class 12'
Male,21,Kalyan,Student,'7-8 hours',Moderate,'Class 12'
Female,32,Srinagar,Student,'Less than 5 hours',Moderate,BCA
Male,30,Kolkata,Student,'More than 8 hours',Unhealthy,LLB
Female,25,Jaipur,Student,'Less than 5 hours',Moderate,B.Com
Female,28,Vasai-Virar,Student,'5-6 hours',Unhealthy,BHM
Female,32,Ghaziabad,Student,'Less than 5 hours',Unhealthy,B.Ed
Male,21,Ahmedabad,Student,'7-8 hours',Unhealthy,B.Arch
Female,20,Surat,Student,'5-6 hours',Healthy,'Class 12'
Male,23,Kolkata,Student,'7-8 hours',Unhealthy,B.Tech
Male,32,Nagpur,Student,'5-6 hours',Moderate,BCA
Male,25,Patna,Student,'5-6 hours',Unhealthy,M.Tech
Female,29,Surat,Student,'7-8 hours',Healthy,M.Com
Male,20,Visakhapatnam,Student,'7-8 hours',Healthy,'Class 12'
Male,30,Patna,Student,'5-6 hours',Unhealthy,M.Ed
Male,28,Ahmedabad,Student,'7-8 hours',Unhealthy,LLB
Male,18,Agra,Student,'Less than 5 hours',Moderate,'Class 12'
Female,28,Meerut,Student,'Less than 5 hours',Unhealthy,PhD
Male,19,Mumbai,Student,'Less than 5 hours',Moderate,'Class 12'
Male,23,Meerut,Student,'5-6 hours',Moderate,B.Tech
Male,31,Patna,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,20,Chennai,Student,'7-8 hours',Moderate,'Class 12'
Female,21,Vadodara,Student,'7-8 hours',Unhealthy,B.Arch
Male,27,Ludhiana,Student,'5-6 hours',Unhealthy,BBA
Female,23,Mumbai,Student,'More than 8 hours',Unhealthy,B.Com
Male,27,Jaipur,Student,'More than 8 hours',Healthy,MSc
Female,32,Kalyan,Student,'5-6 hours',Unhealthy,LLB
Female,33,Nashik,Student,'7-8 hours',Unhealthy,LLM
Male,24,Bhopal,Student,'5-6 hours',Healthy,BBA
Female,27,Ghaziabad,Student,'More than 8 hours',Healthy,M.Pharm
Male,22,Thane,Student,'5-6 hours',Moderate,MA
Female,23,Thane,Student,'7-8 hours',Unhealthy,BHM
Female,27,Srinagar,Student,'More than 8 hours',Moderate,BE
Female,28,Srinagar,Student,'Less than 5 hours',Moderate,BCA
Female,23,Vadodara,Student,'7-8 hours',Unhealthy,MBA
Male,34,Bhopal,Student,'7-8 hours',Healthy,MD
Male,28,Chennai,Student,'Less than 5 hours',Unhealthy,B.Pharm
Male,27,Surat,Student,'5-6 hours',Unhealthy,PhD
Male,33,Srinagar,Student,'7-8 hours',Healthy,M.Ed
Female,30,Agra,Student,'Less than 5 hours',Healthy,MSc
Female,20,Mumbai,Student,'7-8 hours',Moderate,'Class 12'
Male,23,Nagpur,Student,'Less than 5 hours',Unhealthy,BCA
Male,31,Ahmedabad,Student,'Less than 5 hours',Unhealthy,B.Com
Male,25,Meerut,Student,'Less than 5 hours',Moderate,BSc
Female,33,Kalyan,Student,'Less than 5 hours',Unhealthy,B.Ed
Female,23,Thane,Student,'5-6 hours',Healthy,BE
Female,21,Pune,Student,'Less than 5 hours',Moderate,MCA
Female,34,Srinagar,Student,'7-8 hours',Unhealthy,BE
Male,30,Ahmedabad,Student,'More than 8 hours',Unhealthy,PhD
Female,27,Mumbai,Student,'Less than 5 hours',Unhealthy,BHM
Male,18,Vasai-Virar,Student,'Less than 5 hours',Healthy,'Class 12'
Female,24,Surat,Student,'More than 8 hours',Healthy,BSc
Male,24,Faridabad,Student,'5-6 hours',Moderate,B.Arch
Male,28,Indore,Student,'5-6 hours',Moderate,B.Tech
Male,32,Varanasi,Student,'Less than 5 hours',Unhealthy,BE
Male,29,Patna,Student,'More than 8 hours',Unhealthy,B.Pharm
Female,18,Vasai-Virar,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,29,Patna,Student,'More than 8 hours',Unhealthy,BCA
Male,21,Thane,Student,'5-6 hours',Unhealthy,B.Arch
Male,21,Chennai,Student,'7-8 hours',Unhealthy,B.Arch
Male,22,Kalyan,Student,'Less than 5 hours',Moderate,M.Ed
Female,24,Indore,Student,'7-8 hours',Unhealthy,BHM
Female,22,Chennai,Student,'5-6 hours',Unhealthy,M.Tech
Male,19,Agra,Student,'7-8 hours',Unhealthy,'Class 12'
Female,25,Thane,Student,'More than 8 hours',Moderate,BSc
Male,28,Lucknow,Student,'More than 8 hours',Unhealthy,ME
Male,25,Agra,Student,'7-8 hours',Healthy,B.Ed
Male,18,Bangalore,Student,'5-6 hours',Unhealthy,'Class 12'
Male,18,Patna,Student,'More than 8 hours',Healthy,'Class 12'
Female,24,Rajkot,Student,'5-6 hours',Moderate,B.Pharm
Male,29,Indore,Student,'5-6 hours',Unhealthy,M.Tech
Male,20,Patna,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,27,Lucknow,Student,'More than 8 hours',Unhealthy,B.Arch
Male,31,Varanasi,Student,'5-6 hours',Healthy,B.Arch
Male,34,Hyderabad,Student,'Less than 5 hours',Moderate,MD
Male,23,Hyderabad,Student,'7-8 hours',Healthy,BBA
Female,23,Nagpur,Student,'5-6 hours',Moderate,BE
Female,20,Ludhiana,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,24,Vasai-Virar,Student,'More than 8 hours',Healthy,B.Tech
Male,19,Hyderabad,Student,'5-6 hours',Moderate,'Class 12'
Male,31,Pune,Student,'More than 8 hours',Moderate,'Class 12'
Female,23,Vasai-Virar,Student,'5-6 hours',Unhealthy,MSc
Male,26,Jaipur,Student,'More than 8 hours',Moderate,M.Ed
Male,31,Pune,Student,'5-6 hours',Moderate,BA
Male,23,Lucknow,Student,'5-6 hours',Moderate,B.Arch
Male,29,Kolkata,Student,'7-8 hours',Moderate,B.Arch
Male,21,Srinagar,Student,'5-6 hours',Moderate,MCA
Male,32,Kolkata,Student,'Less than 5 hours',Healthy,M.Ed
Male,26,Kolkata,Student,'5-6 hours',Healthy,B.Tech
Male,25,Agra,Student,'Less than 5 hours',Healthy,B.Arch
Female,22,Bhopal,Student,'Less than 5 hours',Moderate,B.Ed
Female,29,Surat,Student,'7-8 hours',Unhealthy,B.Arch
Female,30,Hyderabad,Student,'5-6 hours',Moderate,B.Ed
Female,33,Pune,Student,'More than 8 hours',Moderate,B.Pharm
Male,26,Ghaziabad,Student,'5-6 hours',Moderate,LLM
Male,22,Ahmedabad,Student,'7-8 hours',Unhealthy,B.Ed
Male,29,Meerut,Student,'Less than 5 hours',Unhealthy,BE
Female,24,Thane,Student,'Less than 5 hours',Healthy,B.Pharm
Female,23,Ahmedabad,Student,'More than 8 hours',Moderate,BSc
Male,23,Bhopal,Student,'7-8 hours',Moderate,B.Ed
Male,18,Vadodara,Student,'More than 8 hours',Moderate,'Class 12'
Female,18,Ahmedabad,Student,'More than 8 hours',Moderate,'Class 12'
Male,33,Jaipur,Student,'5-6 hours',Unhealthy,B.Ed
Male,21,Meerut,Student,'Less than 5 hours',Moderate,B.Tech
Male,33,Patna,Student,'7-8 hours',Moderate,'Class 12'
Female,27,Vasai-Virar,Student,'7-8 hours',Moderate,MSc
Male,23,Faridabad,Student,'7-8 hours',Healthy,B.Pharm
Female,24,Faridabad,Student,'Less than 5 hours',Healthy,LLM
Male,20,Meerut,Student,'Less than 5 hours',Moderate,'Class 12'
Male,21,Kalyan,Student,'7-8 hours',Unhealthy,BCA
Male,23,Nashik,Student,'7-8 hours',Healthy,MA
Female,24,Surat,Student,'7-8 hours',Unhealthy,B.Arch
Female,23,Lucknow,Student,'More than 8 hours',Healthy,BCA
